message,true_intent,agent_intent,trivial_intent,keyword_intent,agent_correct,keyword_correct,trivial_correct
"Hi friends
Please don't buy TCL products , worst customer care service is  providing by TCL. Amazon too cheated
@41205 @115850",CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,True,True
@115821 hola! Como puedo hacer una factura de una compra??? Solo soy capaz de introducir una dirección!!!,PAYMENT_ISSUE,PAYMENT_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,False,False
@115821 was it really necessary to use such a huge box for this? So wasteful https://t.co/ugLgshnN6Y,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,True,True
Didn't expect this from #amazonindia . Worst service ever. Very disappointed .,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,TECHNICAL_ISSUE,True,False,True
@115850 Received an order today with old and dirty product inside.Pathetic and Worst experience as this was supposed to be a Diwali gift,PRODUCT_ISSUE,PRODUCT_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,False,False
@115821 stop promising Sunday  delivery dates if it's always going to be changed to Monday. This has happened multiple times and is terrible customer ,DELIVERY_ISSUE,DELIVERY_ISSUE,CUSTOMER_COMPLAINT,TECHNICAL_ISSUE,True,False,False
@115830 really does have the best customer service. Ridiculously good.,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,True,True
"@AmazonHelp When @15462 @93841 and many other are providing chromecast option 

Y are u not providing it ??",CUSTOMER_COMPLAINT,PRODUCT_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,False,True,True
@116875 Como me pongo en contacto con el transportista? Mi fecha de entrega es hoy,ORDER_STATUS,ORDER_STATUS,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,False,False
"@AmazonHelp Now just got call from @115850 #localCourier , they assured me to delivery done by 2300 , lets C it'll happened or not.",ORDER_STATUS,ORDER_STATUS,CUSTOMER_COMPLAINT,TECHNICAL_ISSUE,True,False,False
"@115821 #amzl_us isn't cutting it - 1st package left in public entrance got stolen, said *not* to leave it there but it was again and stolen",DELIVERY_ISSUE,DELIVERY_ISSUE,CUSTOMER_COMPLAINT,ORDER_STATUS,True,False,False
"Bon j’ai mon tél demain, réactif pour le coup @120533 👏🤔",ORDER_STATUS,PRODUCT_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,False,False,False
@115850 somehow not able to download apps on my fire stick. Gives an error of purchase failure. Pls help,TECHNICAL_ISSUE,TECHNICAL_ISSUE,CUSTOMER_COMPLAINT,TECHNICAL_ISSUE,True,True,False
"@115850 very dissatisfied with service.1st order Boom  box was not getting on,2nd cd drive cover/flap was broken..still no refund yet https://t.co/vJA",RETURN_REFUND,PRODUCT_ISSUE,CUSTOMER_COMPLAINT,ORDER_STATUS,False,False,False
Hola @116928! Los calendarios de adviento que tenéis tienen día de entrega después del día 1. No tiene mucho sentido 😅. Solo como recomendación #frien,PRODUCT_ISSUE,DELIVERY_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,False,False,False
@115850 I tried calling delivery team but they are not responding please contact me back 8867771374 and let me know status of my order.,ORDER_STATUS,ORDER_STATUS,CUSTOMER_COMPLAINT,ORDER_STATUS,True,True,False
@115850 @85016 my order was out for delivery on 17th but till now I havent received it nor anyone contacted. This is ridiculous😡👺,DELIVERY_ISSUE,DELIVERY_ISSUE,CUSTOMER_COMPLAINT,ORDER_STATUS,True,False,False
"Funny, because I've been home and awake, @115821, and nobody tried to deliver anything. Congrats on stalling an already late delivery. https://t.co/t7",DELIVERY_ISSUE,DELIVERY_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,False,False
@115830 struggling to get hold of anyone please can you DM me? Thank you,CUSTOMER_COMPLAINT,DELIVERY_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,False,True,True
When the @115821 delivery man opens your front door &amp; comes in your house uninvited to leave parcels when your upstairs.. it's fine break in,DELIVERY_ISSUE,DELIVERY_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,False,False
@115850 Never buy products from Amazon. They r cheaters @115850 @1840,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,True,True
"Alexa responds, ""Sorry, I'm having trouble understanding right now please try again later."" WTH @115833",TECHNICAL_ISSUE,TECHNICAL_ISSUE,CUSTOMER_COMPLAINT,TECHNICAL_ISSUE,True,True,False
"Faux mail reçu.
Ne jamais cliquer  bouton "" Annuler la commande "" Sinon le pirate aura accès à votre compte @2600  @63522 https://t.co/8hw7yguedF",CUSTOMER_COMPLAINT,TECHNICAL_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,False,True,True
"@115821  @AmazonHelp  @139798 

Still not received my refund from the 27th of july. I have made a complaint to the financial ombudsmen. Maybe the sun ",RETURN_REFUND,RETURN_REFUND,CUSTOMER_COMPLAINT,DELIVERY_ISSUE,True,False,False
"@115821 sent me an empty cardboard box instead of my Elgato Capture card, from 1 day shipping to waiting 4 days #streamerproblems #feelsbad",PRODUCT_ISSUE,PRODUCT_ISSUE,CUSTOMER_COMPLAINT,ORDER_STATUS,True,False,False
@116316 Seit 11 Uhr wird heute versendet... Es ist jetzt 23:03. Was läuft da denn wieder nicht?... #wwe2k18,ORDER_STATUS,DELIVERY_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,False,False,False
@115850 What's the point in charging extra for quick delivery when your courier cares two hoots and deliberately delays?,CUSTOMER_COMPLAINT,DELIVERY_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,False,True,True
@AmazonHelp @115850 go figure https://t.co/UgOBRDcldr,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,True,True
@117086 oi pessoal! Comprei um e-book pelo aplicativo Kindle no celular e ele não aparece no meu Kindle. Preciso fazer algum procedimento? Obrigada!,TECHNICAL_ISSUE,TECHNICAL_ISSUE,CUSTOMER_COMPLAINT,TECHNICAL_ISSUE,True,True,False
@AmazonHelp I am referring to Order # 404-7327158-1763555 .. If you really can help me with this..,ORDER_STATUS,ORDER_STATUS,CUSTOMER_COMPLAINT,ORDER_STATUS,True,True,False
"J'ai fait 1 commande le 04/11 qui est annoncée livrée le 07/11. nous sommes le 08/11, @120533  où est ma commande s'il vous plait ?????????????????",ORDER_STATUS,DELIVERY_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,False,False,False
@115851 @115850 @1840 I need you people to look into the matter as I am going to lodge a complaint in the Consumer Forum too..,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,True,True
@AmazonHelp 10th oct 2017 was delivery date. I placed the order on 12th sept 17,ORDER_STATUS,ORDER_STATUS,CUSTOMER_COMPLAINT,ORDER_STATUS,True,True,False
"My prediction was correct. Hermes ""guaranteed"" delivery by 8PM today. It's now 8.20PM and no package. You might want to sort out your courier choices,",DELIVERY_ISSUE,DELIVERY_ISSUE,CUSTOMER_COMPLAINT,ORDER_STATUS,True,False,False
"@56055 @2600 Faz bem. :~ Nunca mais compro nada na Amazon France. Nunca mais mesmo. Pra devolver os livros é um saco $, nem vale a pena.",CUSTOMER_COMPLAINT,RETURN_REFUND,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,False,True,True
Amazon is actually down right now. @115821 @118919,TECHNICAL_ISSUE,TECHNICAL_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,False,False
I have 9 devices registered with my Echo so why can't I create any Scenes with them? @115833 https://t.co/bRzJ87YTbC,TECHNICAL_ISSUE,TECHNICAL_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,False,False
"@AmazonHelp Si, pero es que además de eso me cobran un importe similar por la tasa de importación....será que el impuesto esta duplicado? https://t.co",PAYMENT_ISSUE,PAYMENT_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,False,False
"@AmazonHelp Toujours rien, normal?",ORDER_STATUS,ORDER_STATUS,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,False,False
@AmazonHelp Ah dommage je n'achèterais pas alors. Vous ne savez pas si vous en aurez à nouveau en stock ? (vu que ce sont les nouveaux ipad pro).,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,True,True
@115850 what happened to my order and as claimed it was not attempted to deliver on Monday. When i can expect it?,ORDER_STATUS,DELIVERY_ISSUE,CUSTOMER_COMPLAINT,ORDER_STATUS,False,True,False
"@115830 why do I have a notification telling me my parcel has been delivered, ""handed to the resident"" at my address when it hasn't been? I've been he",DELIVERY_ISSUE,DELIVERY_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,False,False
"@120533 Bonjour, aucune nouvelle d’une commande prime devant être reçu ce jour avant 20h, que faire ?",ORDER_STATUS,ORDER_STATUS,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,False,False
@130293 buenas¡ hay fecha de estreno para la tercera temporada de Mozart in the jungle en España???,TECHNICAL_ISSUE,ORDER_STATUS,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,False,False,False
"@115850 
what the hell!!? Why do I have to pay more from my prime account? Please explain. @117795  @115821 https://t.co/EfQnuuxqy4",PAYMENT_ISSUE,PAYMENT_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,False,False
"@AmazonHelp Nothing Special ... Just an apology, requesting to bear &amp; asking for more time. I fail to understand what kind of mega project are we ",CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,TECHNICAL_ISSUE,True,False,True
@AmazonHelp @115821 @AmazonHelp @115850 what good is amazon prime for me then? when it doesn't even work.,TECHNICAL_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,False,False,False
"Hola @116928 , ¿pará que año me van a llegar mis pedidos más o menos? Llevo ya casi 1 mes y medio esperando.",ORDER_STATUS,ORDER_STATUS,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,False,False
@AmazonHelp Yes it still says dispatching soon. Arriving before 8pm but that's not happening is it?,ORDER_STATUS,DELIVERY_ISSUE,CUSTOMER_COMPLAINT,TECHNICAL_ISSUE,False,False,False
@AmazonHelp This is what I was talking about...!!? Why did Amazon using Aramax to deliver their hero product...!!?? https://t.co/RmEUdMQgQA,DELIVERY_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,False,False,False
@AmazonHelp When @138673 4 (Rs. 7000) will come into flash sale? I'm waiting since a long time.,CUSTOMER_COMPLAINT,ORDER_STATUS,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,False,True,True
@AmazonHelp you've taken £7.99 out of my account... but I've already paid for a years prime membership in full on the 7th this month??,PAYMENT_ISSUE,PAYMENT_ISSUE,CUSTOMER_COMPLAINT,PAYMENT_ISSUE,True,True,False
"@AmazonHelp @4984 Welches Sprachkommando muss ich nutzen, damit Alexa meine gespeicherten Songs abspielt? Wenn ich ""Spiele meine Songs"" sage, kommt im",TECHNICAL_ISSUE,TECHNICAL_ISSUE,CUSTOMER_COMPLAINT,TECHNICAL_ISSUE,True,True,False
@115850 awesome. Would it adjust nicely with AVR and speakers?,PRODUCT_ISSUE,TECHNICAL_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,False,False,False
@115850 Tracking #: 118108442803.The product is scheduled to be delivered tomorrow.By any chance can it be delivered today? Humble request,ORDER_STATUS,ORDER_STATUS,CUSTOMER_COMPLAINT,ORDER_STATUS,True,True,False
@AmazonHelp That was not the question! What about the Calling card to say the courier has actually been? Do you not use these any more?,DELIVERY_ISSUE,DELIVERY_ISSUE,CUSTOMER_COMPLAINT,CUSTOMER_COMPLAINT,True,False,False
