conversation_id,customer_tweet_id,customer_message,customer_author,brand_tweet_id,brand_reply
,644868,@115830 i had the most stupid and impolite chat with your customer service ten minutes ago. You should check your employees.,273054,644866,"@273054 I'm sorry for the poor experience. Make sure to fill out the survey sent after your chat, as this goes to their leadership for review. Was the rep able to help resolve your issue for you? ^VS"
,2490640,@AmazonHelp How do I access live chat? I click contact us but only gives me phone or email options.,171449,2490639,@171449 I'm sorry the chat option wasn't available! Have you tried using a non mobile browser to access the contact us page: https://t.co/JzP7hlA23B? ^EP
,2383329,@AmazonHelp Confirmation done for both order no.s. Please proceed further process.,665264,2383330,@665264 Please reply to the email sent by our specialist teams for further insight on your order. ^VM
,229971,@AmazonHelp So you mean the iPhone 8 quiz contest is over and results are already announced?????,170799,229970,"@170799 The contest has ended. However, the results aren't announced. ^NR"
,1288921,"@115830 you need to sort your drivers out, one of them just claimed to attempt delivery but nobody attempted to deliver anything, so for no reason my parcel has been delayed by another day, very dissappointing",421454,1288920,@421454 Terribly sorry for the delay! Let's take a closer look in real time at this with you here: https://t.co/JzP7hlA23B ^JZ
,2308300,@AmazonHelp USPS says it left shipping partner facility in Kenosha WI at 3:23 A.M yesterday. That was the last update.,669570,2308302,@669570 I understand your concern. Orders can be delivered up to 8:00 PM. Let us know if we miss our promise. We're here for you! ^SK
,352129,Amazon refund service is worst @115850,199745,352127,"@199745 My sincere apologies for any inconvenience with the refunds, elaborate your issue &amp; we'll help you accordingly. ^MJ"
,2369604,@AmazonHelp No they were no help at all they just told me to buy the item and then didn’t apply the correct promotion,683842,2369603,"@683842 We'd like to help! Without giving personal or account details, could you tell us a bit about what's going on? ^DG"
,1526906,Thankyou to the agent at @115830 who said supervisor will call me regarding my damaged watch which arrived a day late! #noshow #liars #fu,474141,1526905,@474141 I apologize for the experience. Please give us a second chance. Contact us here: https://t.co/GtabLUSaUf ^BA
,1079396,@AmazonHelp That was not a solution. It was a excuse. You are having poor policy towards customer. Then what is meaning of that mail?? I need my money to my bank account.,374607,1079397,@374607 The provided information is best currently. We will not be able to offer additional insight on it. ^RW
,2528839,¡Qué nervios! Ya van a ser las 12:00 am y van a comenzar las ofertas del #BuenFin2017 en @116875 ¡para comprar un chingo de cosas!,719997,2528838,"@719997 ¡Hola @719997! Nosotros también estamos súper emocionados y nerviosos. Esperamos que puedas conseguir muchas ofertas 🙈
¡Saludos!
^FQ https://t.co/TsjSilWmmA"
,166446,"@115851 @AmazonHelp @115850 #JEFFBEZOS  have you founded amazon india to cheat and harass innocent people of India???

Why there is no action on bad behavior of customer care??

Be honest!!! Corrupt people can earn money but not respect!!!",147113,166447,"@147113 We'll be able to take necessary actions once we receive your details via secured link. Further, we'll not be able to provide any insight until you submit the form with requested details. Appreciate your understanding. ^MJ"
,739101,"Purchased Haldiram cookies combo pack from @115850 . Packets did not have MRP printed on it.
#LegalMetrology",296765,739099,@296765 Kindly reach our support team here: https://t.co/vlvfJr4nN9. We'll have it checked. ^GS
,787635,"@AmazonHelp For starters how about a delay in the pick up of a product for return by 10 days, which was delivered a day late and was defective.",307868,787642,@307868 I’d like to help you; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^SY
,1806508,"Best music app! Amazon music is awesome!!! Thank You! I'm hooked :)

@115821 
@AmazonHelp",542746,1806507,@542746 ♪♫♬ That's music to our ears! ^SA
,1501796,Bestelle nie wieder ein spiel bei @116316,468587,1501795,@468587 Was ist denn passiert? ^SK
,2692716,@756892 @115830 I sent them a message through the customer services thing. Let's see if they confirm my guess that it was no longer in stock but still on the site.,756891,2692714,"@756891 I'm sorry for the delay! W/o posting account into, would you be able to link us to what was ordered so we can take a look? ^DD"
,2692789,My copy still hasn't arrived. Pre-ordered to arrive on 11/15. 4 days later no one can tell me why or where it is or when I can expect to receive it. @115821 https://t.co/iqci43UAOc,756901,2692785,"@756901 Oh no! I'm sorry we've missed the promised date! We'd like to help the best we can. Just to confirm, was the book said to be shipped by Amazon or a third-party seller? You can view this under the item name listed here: https://t.co/Y5jpI9gRhE. ^HC"
,21568,"@AmazonHelp Ohhh so this how u treat a prime customer...unless u provide me resolution don't reply on this and also I am tagging big people from Amazon to look into it...stop send me tweets with empathy...I don't need it...m the customer, I'll go somewhere else",120701,21567,"@120701 As the details are shared from the link mentioned earlier, we'd get back to you soon with an update. ^BS"
,429053,"@AmazonHelp Unsure, and I believe the email was accidentally emailed. Regardless, I'll just wait. no harm done. thank you for your help",217035,429054,"@217035 OK. Just keep us posted on this delivery, Kevin! We want to make sure it arrives safe and sound!! ^FR"
,574982,amazon届くの早すぎ,255272,574981,@255272 (;´▽｀A`` TN
,66200,@AmazonHelp It was implied it would have all been sorted on Saturday?,131141,66199,"@131141 Hi Sarah, I am sorry to hear that this still hasn't been resolved please follow this link: https://t.co/tkLCr7Vo9T  and fill out the form, someone from our team will be in contact to assist you. Please let us know how you get on. ^HS"
,1380277,なんでかしらんがアマゾンから有料動画の請求きてんだが。,441305,1380276,@441305 該当のメッセージは、https://t.co/st4oU5QbhPからお送りしたものではございません。当サイトの名をかたる架空請求詐欺が増えております。記載されている連絡先には、ご連絡なさらないようお気を付けください 。 YM
,2676437,"@AmazonHelp that's ok, i am on chat with Amazon guy, I want my order today as a promise of Prime member",753303,2676439,@753303 We are positive that your order will be delivered. Do keep us posted in case of any issues.  ^SU
,2485622,@AmazonHelp Amazon logistics Mais le seul vrai problème c est votre service client téléphonique !,710010,2485621,@710010 Vous m'en voyez sincèrement navrée. Votre dossier est-il actuellement pris en charge par notre service client s'il vous plaît? ^SA
,1028962,@AmazonHelp 6 times scheduled for pickup. 3 went to wrong add &amp; 3 times the right add but never came and no comm.,363467,1028960,"@363467 I'd like to take a closer look into this, please share your details on the link here: https://t.co/GIJyeYqKE0. We'll help. ^PS"
,1710827,Hey @115821 is it common practice to ship an expensive rifle scope in an envelope? #afraidtoopen,518276,1710825,@518276 We're always looking to improve! Was your item damaged? You can leave feedback on our packaging here: https://t.co/TH7UAFZey5 ^AR
,575971,"@AmazonHelp It says amazon shipping, was supposed to be prime! https://t.co/12FPO9RoW9",255524,577038,"@255524 Hi Julia, did you receive an email from us about the order at all?^PJ"
,2269155,"@AmazonHelp Desde https://t.co/LaDU7Q452l  Lo necesito, de verdad!!!! No puedo vivir sin el....",660328,2269153,"@660328 Entiendo Vanessa, por favor reporta lo sucedido con nuestro Servicio al Cliente mediante el siguiente enlace: https://t.co/OjvUxwnzPe. ^AZ"
,404050,I spend soo much $$ buying books for my Kindle and have now realized my Prime membership gives me thousands of free reads. 😭 ILY @115821!!!,211637,404049,@211637 Send an S.O.S. to your friends in case they don't hear from you for a few weeks! 😂
,1271579,"@AmazonHelp @115850 I havnt got my refund yet...for my order no. 406-5219321-0534711, one of the red bull can was damaged.",417690,1271580,@417690 We'd like to take a closer look into this. Please fill this form: https://t.co/beaaDm0muc and we'll get back to you.(1/2)^AU
,2566966,"@124285 Juchhu, ich konnte mein Paket abholen! Luxus: es war schon offen und frei von @116316 Werbezettelchen...",728161,2566964,@728161 Das Öffnen sollte aber dir vorbehalten sein :( War denn der gewünschte Inhalt noch drin? ^AN
,25901,@AmazonHelp Still no reply...my complaint is still pending,121656,25905,@121656 Apologies for the ordeal. Kindly reply to our correspondence here: https://t.co/8DAc10S7ww and we'll check this further for you. ^VN
,570127,@AmazonHelp Order did not arrive,225155,570129,@225155 I'm sorry your order never arrived. Please reach out to us by phone or chat and we can speak with UPS on your behalf: https://t.co/EKXRLsnxJu ^AM
,2800384,@AmazonHelp No date specified for either item.,465374,2800386,@465374 We would like to take a look at the items you pre-ordered. Can you provide links to the products on the Amazon website? ^JS
,1341710,"@AmazonHelp Text said package lost, contact you, but no contact info anywhere. It's not a return. How do we contact you as you requested?",432942,1341709,"@432942 I'm sorry your package was lost. We'd be happy to go over your options, please contact us here: https://t.co/hApLpMlfHN ^CO"
,462482,"@AmazonHelp Yes. The delivery date was this evening, now it’s estimated 12/1-2.",224909,462484,@224909 I am so sorry for the delay! Please let us know if you don't receive your item on December 2nd by 8pm. ^LS
,1113550,Amazonの注文履歴って到着してないのも表示されますか？？？教えて偉い人！！,382814,1113549,@382814 失礼いたします、Amazonです。ご注文いただいた時点で注文履歴に該当の注文が表示されますので、未発送の状態でも注文履歴でその注文をご確認いただくことができます。　SM
,83385,"@AmazonHelp 48 hours has gone by and I have not heard anything from Amazon after I was told that the ""teen"" group would get with me to resolve my issue. @115851 this is not good customer service. I have an upset daughter.",134322,83386,"@134322 I'm so sorry for this frustrating experience, Gregg. It's never our intention and I'd like a member our team to look into this personally. Plea provide your information here and we'll be in touch: https://t.co/lxyG6uUYWN ^HS"
,1323911,@AmazonHelp Ja. Die Versandart wurde vor ca. 2 Wochen auch extra auf Premium gestellt. Trotzdem bekam ich gestern die Mail das ich sie nicht pünktlich bekommen werde.,428945,1323913,@428945 Bitte sei so gut und melde dich trotzdem nochmal hier: https://t.co/dDmBEPionb Dann können meine Kollegen das genauer prüfen. ^MS
,2470948,@AmazonHelp Hi there! Your 'Rate our Delivery Service' form does not allow respondents to 'Check all that apply' as advised as you are using radio buttons rather than check boxes so respondents can only select one option. https://t.co/q3KQvO9ql0,706741,2470946,"@706741 Hi Owen, thanks for raising this to our attention. Have you tried it on another browser, and if so, are you still seeing the same radio buttons? ^PJ"
,78748,@AmazonHelp All I hear is that I should get it my dec 5th but this is a Xmas gift that I am shipping out of country it needs to be mailed by dec 1st,133566,78749,@133566 So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM
,232414,@AmazonHelp Please provide me link..m unable to find,171216,232415,"@171216 Kindly refer here: https://t.co/9ndygbknjn, for more information. (2/2)^AP"
,1394398,I know it says until tmoro eve but I'm ac freaking out I haven't got my priority access code from @115830 yet 😭😭 @146898 #gbsolo,444276,1394396,"@444276 Hey, Sam! I'm sorry you haven't gotten your access code. Can you let us know what product the access code is for? ^AJ"
,2113583,.@115821 has to be the best thing ever for Christmas shopping...,623191,2113582,@623191 Can't beat skipping out on waiting in long shopping lines! We're glad you chose us this holiday season! 😊 ^KJ
,827135,@AmazonHelp @115821 @115830 @123644 @115851  hi team please check the screen shot regarding the same https://t.co/p4rUTUYNlN,315727,896694,"@315727 This is not a genuine offer, Parth. Please do not share your personal or financial information. For genuine offers, 1/2 ^NK"
,619099,"@AmazonHelp @115850 @115830 wow wat professionalism at amazon, hav been following up to resolve concern past 6 days, n guess amazon is still solving the mystery internally hw to delay it further. Shame on Amazon who insist dey r cust centric rogues of first order disgusting dey r",197812,619098,"@197812 Apologies for the delay in addressing your concern. We'd request you to reply to the email sent by our team sharing your insights, we'll review it and get back to you. ^MO"
,319195,@AmazonHelp my order which was due today was not delivered... totally disappointed and unsatisfactory...very poor service,172360,319194,@172360 https://t.co/5UW3dJpD9a so that we can get in touch with you. (2/2)^VM
,2193242,@AmazonHelp I would request a call back for the same,169989,2193243,@169989 I get your concern. Kindly reply to the email sent to you by the Social Media team &amp; we'll arrange call back for you soon. ^EM
,1198528,I DONT EVEN HAVE AN @115821 PRIME ACCOUNT AND THEY CHARGED ME $107 jfkshaifkak so pissed off right now 😭👿👿,401606,1198527,"@401606 I'm sorry for the unexpected charge! You can view and cancel your Prime membership, here: https://t.co/SIHlRjry4g ^EB"
,15672,"Fool me twice!  Another kindle release day, another missed ""guaranteed release day delivery""  #AMAZONFAIL",119447,15670,@119447 I'm sorry your Kindle hasn't arrived! Can you tell us the current tracking status? https://t.co/Y5jpI9gRhE ^EZ
,215152,"@AmazonHelp I simply need invoice of my orders.cant you get such a simple thing when it is available on all other apps like Flipkart,Paytm..such a basic",167119,215154,@167119 I'm afraid you'll not be able to download invoice via the shopping app. Kindly follow the step here: https://t.co/Hv15WEdpF7 (1/2)
,2317840,"アマゾンミュージックなかなか良き🤤💕
エルレくっそ懐かしい😭🙏 https://t.co/9ULXPpJJIc",671975,2317838,@671975 ぜひ懐かしさに浸ってください😁💓 EK
,1824799,@AmazonHelp @7092 @115821 where is the order not received Today as well ... i want compensation https://t.co/UkIMH0oi0A,547793,1824800,@547793 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN
,791477,"@AmazonHelp waiting for 2 parcels, was due for delivery yday, you said you attempted delivery but didn’t, know they’re due on the 17/10/17",308730,791475,@308730 Can you contact us here: https://t.co/JzP7hlA23B? ^MC
,535771,Day 3 and no sign of my @115821 #Prime package that was guaranteed to be delivered Dec 1. This is now a matter of grit and survival. #FirstWorldProblems,244125,535769,@244125 Oh no! We're sorry you package hasn't arrived! Were you given an update delivery date or a notice of delay? We'd like to help! ^ZW
,2940217,@AmazonHelp They are still pending at the moment. I watch it over the next few days and get back in touch if both fully go out,812614,2940216,@812614 Please do! You can also find more information on authorisations by visiting us here: https://t.co/s2fBx2lIRG ^TK
,2733941,@AmazonHelp Mais merci quand même de votre intérêt à mon impatience. 😉👍,766286,2733943,"@766286 Je vous en prie, très bonne journée. ^ASZ"
,764135,"@AmazonHelp Today at 2.59am I have replied to the email, do u want to prove me wrong ??",178550,764136,"@178550 If you have responded to our email, we'll look into it and get back to you with an update. ^SQ"
,381973,@115850 I tried calling delivery team but they are not responding please contact me back 8867771374 and let me know status of my order.,206574,381972,@206574 We're responding to your query here: https://t.co/lKCh6UP6QQ. ^MM
,2940267,"@AmazonHelp For the 4 the time, I haven’t received any emails from you. I can come to office, login n show you if you want",270214,2940268,@270214 Sorry that this is taking longer than expected. I would request you to respond to the last correspondence that you have received. ^KK
,2969503,Just opened my package... this is how my Christmas lights came to me... do better @115821 #theybetterwork https://t.co/6dO89gLjqz,819093,2969502,@819093 So sorry to see this! Not what we intend at all. Was the shipping box damaged at all? ^BL
,2902479,"@AmazonHelp says “ Saturday, 25 November
12:03 AM
Parcel left the carrier facility
Manchester, STRETFORD GB “",803913,2902481,"@803913 Please reach us by phone or chat at the following link: https://t.co/JzP7hlA23B 
We'll be able to look into this with you, and review our available options: ^WT"
,1763833,@AmazonHelp on my orders page it says an item is still arriving although i already received and picked it up?? how do i stop this https://t.co/mYbJd0cvjy,530636,1763831,"@530636 That is odd! We can't see account info via Twitter, but if you contact us here: https://t.co/hApLpMlfHN we can look into it. ^AD"
,2922568,"@AmazonHelp Não tenho certeza ainda, mas acho que vou começar com o do John Green (João Verde, pros amigos) pq to mt curiosa kkkk",808801,2922569,"@808801 Rsrs eu ia recomendar o mesmo, eu fique maravilhada com o livrinho dele, acho que você vai curtir demais. ^MB"
,1570263,"I have never had any issues with getting things from @115821 in the past and have always had great customer service, until now.",121473,1570260,"@121473 I'm sorry for the frustration! Without giving account/personal details, can you please tell us what's going on? ^AC"
,2896067,I think @115830 is way behind on deliveries. I've got Prime membership which should get me next day delivery however everything is saying at least Thursday.,434809,2896065,"@434809 I'm sorry about the poor experience with us, Gary! Do you have an order that is currently late? If so, what's the status and the original delivery date promised in our email confirmation? You can see that here: https://t.co/aaDyEz1VgE ^FR"
,1497904,@AmazonHelp Is there a specific number I can call? Because customer service don’t know what to do,467779,1497905,@467779 Please reach out to our careers team by chat using the following link: https://t.co/B7hUIaXgAZ ^GR
,30028,@AmazonHelp ご返信ありがとうございます。問い合わせさせていただきました。ご丁寧にありがとうございます。,122604,30030,@122604 とんでもないことでございます。恐れ入りますが、カスタマーサービスからの回答をお待ちください。TN
,464323,Amazon大好きっ子だしプレミアム会員なるか,225406,464322,@225406 ありがとうございます❗Amazonプライムでは様々な特典をご用意しておりますので、ぜひご検討くださいませ( *´艸｀) https://t.co/F6zqHokWbt EK
,2424539,@AmazonHelp i was wondering when my order will be shipped? My Order is # 205-0259599-2733945 hopefully you can help me greetings from the Netherlands,259138,2424537,"@259138 You can find an estimated delivery date from Your Orders: https://t.co/ijxJ9jCwr9. If it is late, we can look into your options here: https://t.co/qy3J24VGxb ^AF"
,2135646,"@115821 useless delivery service, of no ones in, leave it with a fucking neighbour you useless pricks, fuck off beyond belief considering it’s already taken 3 days, why the fuck do I even bother paying for prime #cunts",628301,2135645,@628301 I'm sorry about the delay in delivery. Have you set your save place yet? you can do so here: https://t.co/fKfeELMzpu ^TR
,757695,@AmazonHelp When I went to apply to be a driver. Las Vegas wasn’t available,301079,757697,@301079 We'd like to take a closer look into this. Please send us your details here: https://t.co/ibwqByKiuP ^LI
,595715,@115830 Am currently away on a £4000 50th birthday trip in Oregon.Husband bought me a Sony DSC-HX90 as a gift. Just opened box. Charging cable that goes into camera is INCORRECT CABLE. NO photos from a £3000 50th trip!!! Advise!!!! Need camera now!! for £4000 trip right now!,261159,595712,@261159 I'm sorry you received the incorrect cable. Please reach out to us here: https://t.co/JzP7hlA23B so we can look into this with you. We want to help! ^ZW
,1103666,@AmazonHelp how many times i need to tell u the story. u aasholes,214890,1103668,@214890 We will not be able to check your details here. Could you let us know what went wrong? ^RW
,359522,"@AmazonHelp You guys are jerk..
Go die you Morons.. 
Refund my Money you Idiots",201142,359523,@201142 will be issued to you in your original payment method. (2/2)^SQ
,1871850,@AmazonHelp Really worst service I have requested to you coz of Diwali.. I will make sure I will never ever buy product from amazon..,343897,1871852,"@343897 However, the order will be delivered for sure as per the estimated delivery date. (2/2) ^JS"
,2879480,@AmazonHelp Amazon India only gives false assurance. Strange Mr. Agarwal is not aware of this fraud till now.,799132,2879481,"@799132 I get your concern about the order received, please share the details from the secured link provided earlier so we would help you with your order. Appreciate your cooperation. ^BS"
,999162,"@AmazonHelp Second thing is as u told MSOP not guaranteed for COD method , i reffered to your COD T&amp;C and did not find any such terms (1/2) https://t.co/XHeWmk5Ns2",148568,999172,"@148568 I understand your concern Rahul. However, as mentioned earlier we cannot guarantee the (1/2) ^GD"
,98659,Los de @132703 han conseguido que el siguiente pedido de @116928  me llegue a un locker. Allí sí reparte Seur y llegan al día siguiente (que para eso tengo el prime).,137593,98658,"@137593 Hola Rafa, ¿tienes algún pedido pendiente o algún inconveniente con la entrega? ^LG"
,312994,@AmazonHelp  I need a guarantee from Amazon about the product. It will be as shown in picture which I had earlier provided &amp; not a repeat,190746,312995,"@190746 We ensure our best,  that there is no glitch on any order. Further, you always have our support on every order you place. ^CB"
,1100955,Hey @115830 please pay my seller funds which has been held for over 115 days! __email__ https://t.co/RrNZ0KyIUE,379753,1100954,@379753 I'm sorry you haven't received your funds yet. What kind of insight were you given when you spoke with seller support? ^AJ
,2791985,Solo puedo decir una cosa...es una chulada @116875 Prime!! exactamente 24 hrs.,779215,2791984,"@779215 Hola, nos alegra que disfrutes de nuestro servicio. Entrenamos mucho todo el año para mejorar nuestros tiempos de entrega. 😎 Queremos saber un poco más, ¿qué recibiste? ^AA https://t.co/d4v4UzWqPx"
,1371842,@115821 I ordered something on Monday. Found it odd I needed to pay 1 day delivery to guarantee by Friday. Now it shows no arrival till mon,318787,1371840,"@318787 We strive to ensure all shipments arrive by the date provided in your order confirmation, however, unforeseen delays can occur.^BV"
,1786652,"@AmazonHelp Me bloquearon el acceso a mi cuenta, me enviaron mail pero hasta ahora no me han llamado",536762,1786651,@536762 ¿Cuándo enviaste la información solicitada? ^JQ
,2249779,@AmazonHelp C’est le colis d’un client. C’est pas la 1ère fois que je vous interpelle sur les méthodes de livraisons de ces sociétés privé #TNT,655520,2249781,@655520 Je vous remercie de nous l'avoir signalé. Il faut que le titulaire du compte nous contacte  afin que cela soit remonté. ^ARC
,2431168,@AmazonHelp Email has been my choice as I really don't have time to be on the phone or chat handling personal matters while I'm at work.,312868,2431169,"@312868 When you do have the time, please contact via phone or chat as this is the best method for us to assist further. We are here 24/7 to assist. https://t.co/Q7Ftz6nj80 ^TE"
,486069,@AmazonHelp Thankyou,230635,486071,@230635 Glad to be of help. ^BD
,1449067,@AmazonHelp can someone explain how leaving a package in an unsecured foyer for a multi dwelling is appropriate?,456246,1449066,@456246 I'm sorry about this problem. Could you tell us the carrier of the package? You can find that info here: https://t.co/Y5jpI9gRhE ^HM
,1207234,@119625 Please add Chromecast support. Even Voot has it.,403480,1207233,"@403480 about Prime Video for other living room devices, but stay tuned. (2/2) ^VM"
,1155403,@AmazonHelp He intentado utilizar @49411 como punto de recogida tal y como he hecho muchas veces y ya no me aparece.,391797,1155405,@391797 ¿Ya verificaste la siguiente información: https://t.co/0wb6HaKJVe? ^HC
,1172213,"But hey @115830, it's ok.  Not an important package.  Not like it's card for my sister's wedding invites.  Just leave it wherever. https://t.co/B3KQ8TUpxr",395722,1172211,"@395722 I'm sorry the invites were delivered to the wrong place, Eddie! Were you able to locate the delivery? Have you spoken w/us? ^FR"
,524892,@AmazonHelp I contacted them and we finally got it sorted out. Thanks but I don’t think I’ll do amazon trade in again.,241391,524891,"@241391 That's frustrating, I'm sorry you had such a poor experience with the trade in program. Thank you for giving it a try, I'm glad you were able to get it resolved. ^EA"
,2821609,"Waited in all day yesterday but yet again 
@115830 #Prime fail to deliver  😡😡😡",786364,2821608,"@786364 Oh, no! Have we missed the provided delivery date in Your Orders: https://t.co/aaDyEz1VgE? ^DG"
,1067759,"@AmazonHelp Heyy my stupid lord, how many times i need 2 say that i have wrote back on ur recentmost mail, 12 hrs back. What more?",140964,1067760,@140964 I understand you've replied to our email. Our team has responded to the email we've received from you. Kindly check. ^AP
,1521824,Amo a @116875 Es la primera vez que me llega un pedido en domingo.,472997,1521823,"@472997 ¡El amor es mutuo, David! ¿Todo en orden con tu pedido? ^CR"
,1395621,@AmazonHelp Then.arrange me replacement with other packaging if same product with your updated MRP or refund me money which you have taken more from MRP https://t.co/taUftniDBd,444537,1395623,@444537 Kindly visit the link given earlier and learn more about our pricing policies. I've shared your feedback with our team. ^ZH
,5213,@115850 Customer service may problem hai. ..customers ko react nahi karte,285574,694332,@285574 That's quite a remark. Could you please elaborate what went wrong so that we can assist you accordingly?
,805611,"@AmazonHelp Ur store card service is bad. Made $800 pymnt on 7th money taken from bank, put on a hold. Told wait 1 day, 2 days now the 15th?",311968,805610,"@311968 info when it was available? Let us know, we'd love to help out! (2/2) ^SA"
,224154,FAV si eres como yo que solo espera las ofertas de @116875 por #ElBuenFin,169562,224153,"@169562 ¡Hola, Lord Carlo! Por acá estamos impacientes, ya casi es el Buen Fin 😱 ^LC https://t.co/ZoR52H4cZ9"
,2367957,@AmazonHelp It says it shipped today… a week after release. Next time ill go to a store to buy a preordered system. Geez… https://t.co/pwVtAeyeB3,683421,2367959,"@683421 We aim to deliver on the delivery date given on the confirmation e-mail. Please keep us updated on the arrival of your package. If you don't receive it on the new expected delivery date, you can contact us here: https://t.co/hApLpMlfHN. ^LH"
,1061362,@AmazonHelp @115821 I must be confused about what 2 day shipping means. #prime #amazon https://t.co/zK9kscGgLO,293575,1061360,@293575 Hello- 2 day shipping would begin after an item is marked as dispatched. ^NV
,1748170,@115830 all my order has said all day is “dispatching now delivered before 9pm”. I leave this office in 1 hour 4 mins :(,526978,1748167,"@526978 Oh no! I'm sorry for the trouble with delivery. Contact us here, https://t.co/JzP7hlA23B, so we can investigate this. ^TG"
,2848160,Amazonのワンクリックなんちゃらの設定で郵便番号入力してもエラー吐くんだがどうすればいいん？ https://t.co/c6XrxGiLaC,792095,2848159,@792095 お手数ですが、アプリをご利用の場合、ブラウザからのご入力をお試しください。半角英数字で正しい番号を入力いただいても問題が解決しない場合は、カスタマーサービスにて状況を確認させていただきます。こちらからご連絡ください。https://t.co/NtNAX37Sr4 ET
,2573820,Both @17458 and @115821 have failed me this week 🤦🏾‍♀️,462357,2573818,"@462357 This is definitely something we do not like to hear! Without providing any personal or account information, could you give us more information about what happened? We're here to help! ^JY"
,1239365,"@AmazonHelp Here you go. And as I said before, it’s a residential house I’m getting it delivered to, no office to accept the packages. I’ve never had this problem before. https://t.co/EYq3Wsf91V",410706,1239364,"@410706 When you contacted us using the link sent by DW, what options were we able to provide for your order? ^DD"
,423471,@169617 No thank you ..I just made a order with amazon 20 days back.my order was canceled but no refund yet. @115850  @19812  When..,215576,423470,@215576 Thank you for sharing the details. We've received the information and we'll get back to you soon. ^AR
,271570,"@AmazonHelp お仕事ご苦労さまです。
返品申し込みをさせて頂きました。
完全な誤商品というよりは商品ページの記載に問題があるのでは？という気がしておりますが、返品しますのでまあもういいかなという感じです。今日使いたかったので不信感で腹が立ってしまいました。
わざわざリプありがとうございました。",180806,271572,@180806 この度は、ご迷惑をおかけし申し訳ございませんでした。重ねてのご案内となり恐縮ですが、ご不明な点などございましたら、カスタマーサービスまでお問い合わせくださいますよう、お願いいたします。https://t.co/bRgV1Q9gRq ET
,575922,@AmazonHelp 以前１度オフにしたような気もするのですが、買い物等でよく利用していたのでうっかり設定し忘れていたのかもしれません。元々入ろうか迷っていたので、せっかくなので最大限楽しもうと思います。リプライありがとうございました。,255515,575923,@255515 ご利用いただけるとのこと誠にありがとうございます。特典には、プライム・ビデオをはじめさまざまなサービスをご用意しておりますので、ぜひたくさんご活用くださいませ。　◆特典一覧⇒　https://t.co/a4QNwGyvvr　SM
,2316987,"@115850   Taking extra delivery charge for guaranteed delivery but not deliver  product on time, worst service experience Order # 402-4592125-7729953  &amp; 402-1247383-9489136",671779,2316986,@671779 Sorry for the delay in the delivery. Kindly drop in your details here: https://t.co/fStLAo9Tp4 and we'll work on it. Please don’t provide your order/account details as we consider them to be personal information. Our Twitter page is public. ^NS
,1123332,@115850 I'm not received my order but it's show on your website that it deliver Order# 405-7714668-3126740. Orient Fan refund not came,384921,1123333,@384921 Sorry about that. Kindly get in touch with us here: https://t.co/BgCy0QiUuj and we’ll be glad to help you. ^AG
,1082359,"@AmazonHelp I'm pissed.
Also, @127390 I'M CRYING. I CAN'T BELIEVE YOUR BOOK'S BEEN OUT FOR LIKE 2 WEEKS &amp; I STILL HAVEN'T READ IT 😭💔 https://t.co/kmgjVlW6zh",375310,1082358,"@375310 I'm sorry to see the date changed! The book is still on its way to you, if not received by Thursday, please let us know! ^AR"
,2761686,"@AmazonHelp I have ordered Reputation magazines vol 1 and 2 and as well as the album by Taylor Swift, and it said it will be dispatched by yesterday, but it still haven't? I'm supposed to get it by tomorrow, what happened?",601138,2761685,"@601138 I'm sure the order will be delivered by the estimated delivery date. Incase of further query, you can connect with us here: https://t.co/vlvfJr4nN9. ^SI"
,1572964,"@115830 looked at item which said order within 11hrs for next day del, added item to basked 1 hr later and del is now 2 days away, why?",344118,1572963,@344118 Hi! Here is a helpful resource that explains why the delivery estimate may change: https://t.co/cgzPY0pdgR Take care! ^DA
,972851,@115821 @AmazonHelp  https://t.co/KNnqrumA0m,350729,972850,"@350729 Please don't provide your order details, as we consider it to be personal information. 2/2 ^AP"
,2528249,"@115850 I can't add my mastero or rupay cards to amazon, can you help me with it?",719851,2528246,@719851 We'll certainly help you out. Could you tell me the error that you see while adding the cards? ^AU
,34500,"@AmazonHelp I am getting ""We're sorry but we encountered an error when processing your request. Please try again"" When payi with 2 dif cards",123477,34498,@123477 Oh no! We'd like to help troubleshoot with you. Do you mind telling us which Amazon site you use? (.com/.ca/.co.uk/.de) Thanks! ^NM
,2317671,"@232600 When your 1st delivery from @AmazonHelp is late then gets lost, then the 2nd delivery also fails to turn up on time - oh &amp; u pay for Prime",280562,2317668,"@280562 Hi Dee, sorry to hear that. Please contact us here: https://t.co/JzP7hlA23B to report these delivery issues. ^JJ"
,1553273,@AmazonHelp Thanks,480565,1553272,"@480565 You're welcome, Sam. If you have further questions or concerns, please be sure to let us know! We're here to help. ^TG"
,1112665,"@135834 @115850 It happened to me also ranjit sir..when the item is out for delivery they pit this msg usually.. amazon will deliver it, dont worry.",382595,1112664,@382595 We're sorry for the inconvenience. Please contact our support team here: https://t.co/2t6DQoUmNZ and we'll help you. ^ZH
,2930664,@AmazonHelp Variety!,596989,2930665,"@596989 Thank you for confirming, Stacie. We'd like to take a look into this and available options with you directly. At your convenience, please get in touch with us here: https://t.co/JzP7hlA23B ^TH"
