id,customer_message,brand_reply,sampling_reason,label_intent,label_confidence,label_escalate,label_escalation_reason,human_verified,human_intent,human_escalate,notes
84,@AmazonHelp Thanks. It's 'almost' resolved.,@192121 We'll resolve it as soon as possible. ^HN,short_message,CUSTOMER_COMPLAINT,0.62,False,"Message is a brief thank‑you, no clear request; not a legal or high‑risk issue.",True,CUSTOMER_COMPLAINT,False,fallback-to-autolabel
85,@AmazonHelp Any update on this?,@173036 You should have received an email. Please check and revert. ^HN,short_message,ORDER_STATUS,0.78,False,Not a legal threat or high‑severity issue; standard order status inquiry.,True,ORDER_STATUS,False,fallback-to-autolabel
86,@117795 pay for same day delivery says “delivery by 9pm” yea right you guys suck,@292691 I'm so sorry for the frustration! We'd like to take a closer look and see what options we have: https://t.co/AwiEvKw2Ut ^DG,short_message,DELIVERY_ISSUE,0.94,False,"Customer upset about missed same‑day delivery time, not a legal or payment dispute.",True,DELIVERY_ISSUE,False,fallback-to-autolabel
87,@115821 I’m interested in amazon flex. How can I get started?,@813354 Hello Malik! Interested in Amazon Flex you say? Let's get some more info on that here: https://t.co/cB88GusrW6 ^JZ,short_message,TECHNICAL_ISSUE,0.68,False,"General inquiry about starting Amazon Flex, not a complaint or dispute",True,TECHNICAL_ISSUE,False,fallback-to-autolabel
88,@AmazonHelp where is my SNES Classic preorder??????????????? Ordered on 8/22!,@205133 I'm sorry for this wait. What is the delivery estimate given for this order: https://t.co/Y5jpI9gRhE ^DO,short_message,ORDER_STATUS,0.96,False,,True,ORDER_STATUS,False,fallback-to-autolabel
89,@115830 I haven’t gotten my order yet,"@489331 Hi there, have we missed the promised delivery date shown here: https://t.co/aaDyEz1VgE? ^DW",short_message,ORDER_STATUS,0.97,False,,True,ORDER_STATUS,False,fallback-to-autolabel
90,@AmazonHelp Stop cheating #amazon stop scamming,@126983 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/2),short_message,CUSTOMER_COMPLAINT,0.96,True,Customer is extremely angry and accusing Amazon of cheating/scamming,True,CUSTOMER_COMPLAINT,True,fallback-to-autolabel
91,@AmazonHelp C'est fait :),@404793 Très bien reçu. Vous aurez un retour dès que ça sera fait. ^SB,short_message,ORDER_STATUS,0.55,False,Message is ambiguous but appears to reference completion of an order-related action.,True,ORDER_STATUS,False,fallback-to-autolabel
92,"@AmazonHelp No one helped, just blabbed lots of bad English and kept apologizing.",@421765 You can cancel your Prime Membership and look into refund options by following these steps: https://t.co/MF5hZ8SDht ^AF,short_message,CUSTOMER_COMPLAINT,0.93,False,General dissatisfaction without legal threat or payment dispute,True,CUSTOMER_COMPLAINT,False,fallback-to-autolabel
93,@AmazonHelp Why have you renewed my subscription without notice and taken the money?,"@427212 Hi, Becs!  We'd love to help!  Can you please clarify which subscription has been renewed? ^SP",short_message,PAYMENT_ISSUE,0.96,True,Customer disputes an unexpected subscription renewal charge,True,PAYMENT_ISSUE,True,fallback-to-autolabel
94,@AmazonHelp Sir Will I get my money back or not,"@353737 I understand your concern regarding the refund, please write back to the email sent by us for further assistance. ^SY",short_message,RETURN_REFUND,0.96,False,"Standard refund inquiry, no anger or legal threat",True,RETURN_REFUND,False,fallback-to-autolabel
95,Why is it that @115830  prime’s one day delivery has been taking minimum 4 days lately?,"@794701 Hi there! Thanks for reaching out. Without revealing any account information, will you give us more details? Was there a package that we missed to delivery on time? ^LH",short_message,DELIVERY_ISSUE,0.96,False,"Customer is inquiring about delayed Prime one‑day delivery, not a legal or high‑severity issue.",True,DELIVERY_ISSUE,False,fallback-to-autolabel
96,@117795 why are unmarked vehicles delivering packages? Happening for the last few weeks,"@167956 Hey there! Are you currently experiencing any shipping issues? If so, we'd like to help! ^KJ",short_message,DELIVERY_ISSUE,0.93,False,,True,DELIVERY_ISSUE,False,fallback-to-autolabel
97,@115850 please find screenshot of mail. My contact 9881409002 https://t.co/pRE0ARqfbV,"@488779 here: https://t.co/beaaDm0muc, we'll get back to you soon. Please don't provide your contact number, as we consider 2/3^AP",short_message,CUSTOMER_COMPLAINT,0.62,True,Message is vague and unclear; requires human review to determine the specific issue.,True,CUSTOMER_COMPLAINT,True,fallback-to-autolabel
98,@AmazonHelp Valeu!,"@415315 Caso precisar de alguma outra assistência, fico à disposição para qualquer esclarecimento ^VL",short_message,CUSTOMER_COMPLAINT,0.42,False,"Message is a simple thank you; no clear intent, defaulting to lowest‑impact category.",True,CUSTOMER_COMPLAINT,False,fallback-to-autolabel
99,@AmazonHelp I have filled the form. Let's see how quickly you guys contact me.,@423949 Thank you for providing your details. Our team will get back to you with a resolution at the earliest. ^GU,short_message,CUSTOMER_COMPLAINT,0.86,False,"User is mildly dissatisfied about response time, not a severe issue.",True,CUSTOMER_COMPLAINT,False,fallback-to-autolabel
100,@117086 Carlos Drummond de Andrade,"@169188 Herica, conta para a gente, qual é seu poema favorito dele ? ^VM",short_message,CUSTOMER_COMPLAINT,0.4,False,Message does not clearly match any intent; defaulting to generic complaint category.,True,CUSTOMER_COMPLAINT,False,fallback-to-autolabel
101,@AmazonHelp I just got both packages! Thank you!,@709995 Fantastic! 😁 Please let us know if there's anything else we can help with. ^NM,short_message,ORDER_STATUS,0.85,False,Customer is simply confirming receipt of packages; no issue requiring escalation.,True,ORDER_STATUS,False,fallback-to-autolabel
102,@AmazonHelp By carrier you mean who it was sold by?,"@223669 By carrier, we mean who was the delivery service used for this order (UPS, USPS, AMZL, etc). You can check in the link provided above. ^NN",short_message,ORDER_STATUS,0.88,False,"Standard inquiry about carrier/seller, no signs of anger or legal issues.",True,ORDER_STATUS,False,fallback-to-autolabel
103,@115850 Can y’all unsuspend my account ?,@601696 I'm sorry I couldn't comprehend your concern. Could you please elaborate? ^KH,short_message,CUSTOMER_COMPLAINT,0.86,False,"User requests account unsuspension, a complaint about account status, not a legal threat or payment dispute.",True,CUSTOMER_COMPLAINT,False,fallback-to-autolabel
104,@115825 wann kommt staffel 13 von greys anatomy online? Also für alle,"@407749 Uns liegt leider noch keine Info vor, wann es in Prime enthalten ist. Bitte behalte die Webseite im Auge. ^BL",short_message,TECHNICAL_ISSUE,0.85,False,Not a legal threat or angry complaint; simple content availability question,True,TECHNICAL_ISSUE,False,fallback-to-autolabel
105,@601214 .@115830 fucked up my odyssey pre order. I'll never pre order anything from them again.,@429073 Sorry to hear that John. Without giving out personal info can you tell us what happened? ^RS,short_message,CUSTOMER_COMPLAINT,0.93,True,Customer is very angry about a mishandled pre‑order,True,CUSTOMER_COMPLAINT,True,fallback-to-autolabel
106,@AmazonHelp why have I only received half a refund?!,"@329545 Oh no! Since we are unable to see account info via Twitter, please contact us here:https://t.co/JzP7hlA23B so we can assist! ^AD",short_message,RETURN_REFUND,0.97,False,"Customer is inquiring about a partial refund, not a legal threat or severe dispute",True,RETURN_REFUND,False,fallback-to-autolabel
107,"@115850 

only 15 Digits are there inside the wrapper.
forgot to print ?? https://t.co/4davyo911q",@799776 Apologies for receiving an invalid voucher code. We would like to take a closer look into this. Please share your details here: - https://t.co/beaaDm0muc and we'll get this fixed. ^SC,short_message,PRODUCT_ISSUE,0.86,False,"Not a legal threat, payment dispute, or highly angry complaint; standard product issue can be auto‑handled.",True,PRODUCT_ISSUE,False,fallback-to-autolabel
108,@AmazonHelp Wow thanks!,@261761 You're welcome! Please let us know if you have any further questions or concerns. We're always here to help. ^HC,short_message,CUSTOMER_COMPLAINT,0.42,False,Message is a simple thank‑you with no actionable request; not a clear fit for other intents.,True,CUSTOMER_COMPLAINT,False,fallback-to-autolabel
109,I've been charged around Rs. 6k for an Amazon Prime Membership. Please help. @115850,@522522 I understand your concern regarding the charge for prime membership. Could you please confirm if it was charged in dollars?^VH,short_message,PAYMENT_ISSUE,0.96,True,Customer disputes an unexpected Prime membership charge,True,PAYMENT_ISSUE,True,fallback-to-autolabel
110,@AmazonHelp Just found an email saying that an attempt has been made to deliver a parcel. I’ve been in all day. No one has been to the door. #useless,@248985 Oh no! Please reach out to us here: https://t.co/JzP7hlA23B and we'll investigate further! ^JO,angry_message,DELIVERY_ISSUE,0.96,False,Customer is frustrated about a missed delivery attempt but no legal threat or severe issue.,True,DELIVERY_ISSUE,False,fallback-to-autolabel
111,What's the point of subscribing to @115830 Prime if it keeps failing to meet its one day delivery promise? Then being told to wait another few days for it to turn up. Rubbish.,@527527 I'm sorry for the delay. We want to make sure you receive your order by your new delivery date. Please keep us posted. ^RA,angry_message,DELIVERY_ISSUE,0.96,False,Customer is angry about missed delivery promise but no legal threat or payment dispute.,True,DELIVERY_ISSUE,False,fallback-to-autolabel
112,"#AmazonIndia pathetic delivery services, ORDER # 408-8706809-0683542
No response ,",@308869 Please don’t provide order details as we consider them to be personal info. Our Twitter page is visible to public. (2/2)^BS,angry_message,DELIVERY_ISSUE,0.93,False,Customer is dissatisfied with delivery service but no legal threat or payment dispute.,True,DELIVERY_ISSUE,False,fallback-to-autolabel
113,@AmazonHelp Pathetic reply by your caller,@119791 Did we happen to miss the estimated delivery date? ^AG,angry_message,CUSTOMER_COMPLAINT,0.96,True,Customer expresses strong dissatisfaction and anger toward Amazon support,True,CUSTOMER_COMPLAINT,True,fallback-to-autolabel
114,@135834 @115850 Same happened with me too on last Monday (w.r.t Order#408-7853969-6918744). Disappointed. Not sure whom he has handed over the item...!!!,@382361 we consider it to be personal info. Our Twitter page is visible to the public. ^MP (3/3),angry_message,DELIVERY_ISSUE,0.94,False,Standard delivery problem; no legal threat or severe anger detected.,True,DELIVERY_ISSUE,False,fallback-to-autolabel
115,@115850 bad service to customers And return policy are worst.My product return is not done from last 15 day and amazon care not supporting,@214621 I'll look into it for you. (2/2) ^ST,angry_message,RETURN_REFUND,0.96,False,Customer is upset about a delayed return but no legal threat or fraud indicated,True,RETURN_REFUND,False,fallback-to-autolabel
116,"@115851 your amazon customer service so far is appalling, making excuses for crimes being committed by your delivery personnel, and then hiding behind empty justifications and 'standard policy'  #criminals #thecustomeralwayscomeslast","@141801 I'm sorry you've had a bad experience, Sandeep! Without revealing account information, will you tell us what's happened? ^PF",angry_message,CUSTOMER_COMPLAINT,0.96,True,Highly angry complaint accusing delivery personnel of crimes and alleging misconduct,True,CUSTOMER_COMPLAINT,True,fallback-to-autolabel
117,@AmazonHelp None of your links are taking me to a solution. Been after this since 3 days. Most pathetic service ever. You guys shall call me ASAP! (1/2),@119793 Please add an email address to your account and then continue to fill the form. Appreciate your patience. ^RW,angry_message,CUSTOMER_COMPLAINT,0.96,True,"Customer is extremely angry, demanding immediate phone contact and expressing severe dissatisfaction.",True,CUSTOMER_COMPLAINT,True,fallback-to-autolabel
118,@AmazonHelp #First lost my order# then you place replacement order # 2 days delivery for normal purchase &amp; 5 days for replacement # what a disgusting service,"@576412 Sorry about your recent experience, Sameer. I've noted your comments and have forwarded your feedback internally. Please be assured that necessary steps will be taken to resolve this issue. ^SY",angry_message,ORDER_STATUS,0.92,False,Customer is upset but not threatening or requesting legal action; issue can be handled by standard support.,True,ORDER_STATUS,False,fallback-to-autolabel
119,Hey @115821 and @2150 I needed to leave my house THREE HOURS AGO but plans (and myself) held hostage waiting for pkg. Unacceptable.,@335494 I'm sorry for the delivery issues! We'd like to explore options; please reach us by phone here: https://t.co/hApLpMlfHN ^MV,angry_message,DELIVERY_ISSUE,0.94,False,Customer is angry about delayed delivery but no legal threat or payment dispute.,True,DELIVERY_ISSUE,False,fallback-to-autolabel
120,"@AmazonHelp I'm not sure who decided that you'd just use everyday people to deliver orders, but it's a terrible idea and is clearly not working. Someone took a shit in a driveway. Someone stole my items. Someone swapped out packages. Come on, guys. Get smart.",@237627 We'd appreciate your details through the link ^JD provided in their response earlier to ensure this is looked into. ^RR,angry_message,DELIVERY_ISSUE,0.96,False,Customer is angry about delivery problems but no legal threat or payment dispute,True,DELIVERY_ISSUE,False,fallback-to-autolabel
121,So my @115830 order which was due yesterday and then I was promised would be here today isn't coming today either 😡 Prime is rubbish!,@210092 I'm very sorry we aren't able to deliver your order today! Please phone us here: https://t.co/JzP7hlA23B to report this. ^LB,angry_message,ORDER_STATUS,0.96,False,Customer is angry about delayed delivery but no legal threat or payment dispute,True,ORDER_STATUS,False,fallback-to-autolabel
122,@AmazonHelp That link is useless. Bunch of automated check boxes that don't let me explain my issue,@122718 We're unable to access account info via twitter. You can call customer service directly at this number 0800 279 7234. ^JF,angry_message,CUSTOMER_COMPLAINT,0.93,False,User expresses frustration with support process but no legal threat or high‑severity issue,True,CUSTOMER_COMPLAINT,False,fallback-to-autolabel
123,"@AmazonHelp @115850 @115830 wow wat professionalism at amazon, hav been following up to resolve concern past 6 days, n guess amazon is still solving the mystery internally hw to delay it further. Shame on Amazon who insist dey r cust centric rogues of first order disgusting dey r","@197812 Apologies for the delay in addressing your concern. We'd request you to reply to the email sent by our team sharing your insights, we'll review it and get back to you. ^MO",angry_message,CUSTOMER_COMPLAINT,0.96,True,Highly angry customer expressing strong dissatisfaction and accusations,True,CUSTOMER_COMPLAINT,True,fallback-to-autolabel
124,Hey @115821 we love the convenience of shopping your site &amp; do it regularly but this is ridiculous. Why not slap the label on the pouch &amp; send it on it’s way. Heck add your amazon prime sticker too if that’s important. https://t.co/i6hqF3BJLG,@781964 Hey Megan! Thank you for bring this to our attention! We're always looking to improve. You can help us by sending your packing feedback: https://t.co/OQvl3hYqe9. We apprciate it. ^LS,angry_message,DELIVERY_ISSUE,0.92,False,"Customer is frustrated about missing label and packaging, but no legal threat or severe issue.",True,DELIVERY_ISSUE,False,fallback-to-autolabel
125,".@AmazonHelp, mille mercis, je suis comme un gosse le matin de Noël !!! 🎅🏻😍❤️ Cc @120533 @132976 @227703 @172251 @21737 https://t.co/GqO03mxjWo","@227701 Bonjour Joseph, très ravie que cela vous a plu. 😍 Bonne journée. 🙂 ^MA",angry_message,ORDER_STATUS,0.85,False,"Positive feedback, no issue detected",True,ORDER_STATUS,False,fallback-to-autolabel
126,@115821 y such a big ass box for such a little product #wastedspace https://t.co/kPntMIZCcB,"@310421 Oh no! I understand the disappointment, Kimberly! Please tell us more here: https://t.co/Qo4qFitJAr. We want to help! ^SD",angry_message,PRODUCT_ISSUE,0.92,False,"General product packaging complaint, not urgent or legal",True,PRODUCT_ISSUE,False,fallback-to-autolabel
127,The @116439 has to be one of the worst streaming devices on the market.  #alwaysfails #wasteofmoney,@202707 I'm sorry for the poor experience! Are you seeing an error screen? What seems to be the problem? ^WT,angry_message,TECHNICAL_ISSUE,0.92,False,Standard product complaint without legal threat or payment dispute,True,TECHNICAL_ISSUE,False,fallback-to-autolabel
128,"@AmazonHelp If you will be willing to actually help me &amp; not just say ""sorry""..Ive wasted my entire morning talking to multiple people who couldnt help","@407754 Oh no! We will do our very best to help, Brielle. Without account info, can you clarify exactly what the issue is? ^SG",angry_message,CUSTOMER_COMPLAINT,0.96,True,Customer is visibly angry and dissatisfied with support received,True,CUSTOMER_COMPLAINT,True,fallback-to-autolabel
129,No update on my order since 18 hrs..@115821 @118919  worst services in store @118702  has betr services nd are on par with promises https://t.co/CZWrdBH2r6,"@484387 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW",angry_message,ORDER_STATUS,0.94,False,Customer is frustrated about lack of order updates but no legal threat or payment dispute.,True,ORDER_STATUS,False,fallback-to-autolabel
130,"There is something severely wrong with @115821 @AmazonHelp website! Reset my password tried using it and the website says ""incorrect password"". How's that possible when I JUST CHANGED IT?! I've tried this multiple times and it won't let me login. WTF is happening here?????🤬😡","@524607 Brian, I'm sorry to hear you're having issues with the password reset.  Can you follow these instructions here: https://t.co/Q8mNIt8p8g and let us know here: https://t.co/hApLpMlfHN if you're still having trouble.  ^SY",angry_message,TECHNICAL_ISSUE,0.96,True,User is extremely angry about login/password problem,True,TECHNICAL_ISSUE,True,fallback-to-autolabel
131,@AmazonHelp do u have a problem with me? Again my order 113107370638 is late. The customer service I feel is awful. Not expected frm u.,@385934 I'm sorry about the trouble with the order. Please report this to our support team here: https://t.co/vlvfJr4nN9. ^HA,angry_message,ORDER_STATUS,0.93,False,Customer is angry about a late order but no legal threat or payment dispute.,True,ORDER_STATUS,False,fallback-to-autolabel
132,"@115830 @AmazonHelp lost order and call to speak to your 'escalation team'. Spoken to in a disgusting, condescending manner and you put the phone down on me after I asked the operator to clarify what steps I need to take next. Disgusting customer service.","@789593 This is not at all the experience we expect to provide, I'm truly sorry! At the end of the call, you should've received an e-mail with a survey. The feedback goes to the rep's leadership. What does the tracking on the missing order display? We're here for you! ^JE",angry_message,CUSTOMER_COMPLAINT,0.96,True,"Customer is extremely angry about rude and unhelpful service, indicating a need for higher‑level handling.",True,CUSTOMER_COMPLAINT,True,fallback-to-autolabel
133,"Hi friends
Please don't buy TCL products , worst customer care service is  providing by TCL. Amazon too cheated
@41205 @115850",@501083 Apologies for the trouble! Kindly connect with us here:https://t.co/vlvfJr4nN9 and we'll sort for you. ^PB,angry_message,CUSTOMER_COMPLAINT,0.96,False,"Customer expresses dissatisfaction and accuses Amazon of cheating, but no legal threat or payment dispute.",True,CUSTOMER_COMPLAINT,False,fallback-to-autolabel
134,@115821 hola! Como puedo hacer una factura de una compra??? Solo soy capaz de introducir una dirección!!!,"@170842 Hola Dani, ¿en la página de Amazon de cuál país hiciste la compra? ^AR",angry_message,PAYMENT_ISSUE,0.93,False,Not a legal threat or angry complaint; simple billing inquiry,True,PAYMENT_ISSUE,False,fallback-to-autolabel
135,@115821 was it really necessary to use such a huge box for this? So wasteful https://t.co/ugLgshnN6Y,"@696642 Oh no! I'm sorry for the poor experience, Danica! We're always looking for ways to improve. Please provide your direct feedback about packaging here: https://t.co/DpTWYvQvL8 ^TG",angry_message,CUSTOMER_COMPLAINT,0.93,False,"General dissatisfaction about packaging, not a legal or high‑severity issue",True,CUSTOMER_COMPLAINT,False,fallback-to-autolabel
136,Didn't expect this from #amazonindia . Worst service ever. Very disappointed .,@507533 I see you are upset with our support. Could you please tell us more about your issue? ^VH,angry_message,CUSTOMER_COMPLAINT,0.94,True,very angry customer,True,CUSTOMER_COMPLAINT,True,fallback-to-autolabel
137,@115850 Received an order today with old and dirty product inside.Pathetic and Worst experience as this was supposed to be a Diwali gift,@350873 Sorry about that. Kindly get in touch with us here: https://t.co/7h9V9yeOdC and we’ll be glad to help you. ^AG,angry_message,PRODUCT_ISSUE,0.96,False,Customer is upset about product condition but no legal threat or payment dispute,True,PRODUCT_ISSUE,False,fallback-to-autolabel
138,@115821 stop promising Sunday  delivery dates if it's always going to be changed to Monday. This has happened multiple times and is terrible customer service.,@743697 I'm sorry for the poor experience! Do you have a current order that is late/delayed that we can help you with? ^ZW,angry_message,DELIVERY_ISSUE,0.96,False,Not a legal threat or payment dispute; standard delivery complaint can be auto‑handled,True,DELIVERY_ISSUE,False,fallback-to-autolabel
139,@115830 really does have the best customer service. Ridiculously good.,"@140352 Hey, thanks for the shout-out, Rachael! We do what we can for our customers! 😍 ^LB",angry_message,CUSTOMER_COMPLAINT,0.42,False,"Message is positive feedback, no matching intent; closest category is service-related.",True,CUSTOMER_COMPLAINT,False,fallback-to-autolabel
140,"@AmazonHelp When @15462 @93841 and many other are providing chromecast option 

Y are u not providing it ??",@691509 I understand your concern. We've shared your comments internally for review. ^PJ,has_order_numbers,CUSTOMER_COMPLAINT,0.92,False,Not a legal threat or high‑severity issue; can be handled automatically.,True,CUSTOMER_COMPLAINT,False,fallback-to-autolabel
141,@116875 Como me pongo en contacto con el transportista? Mi fecha de entrega es hoy,@436251 Puedes encontrar el contacto a través de este enlace: https://t.co/mEKBC5rf63 . ^MB,has_order_numbers,ORDER_STATUS,0.96,False,,True,ORDER_STATUS,False,fallback-to-autolabel
142,"@AmazonHelp Now just got call from @115850 #localCourier , they assured me to delivery done by 2300 , lets C it'll happened or not.",@814236 I'm sorry about the delay. Kindly share your details so that we'll check this for you. ^SG,has_order_numbers,ORDER_STATUS,0.94,False,"Not a legal threat, payment dispute, or highly angry complaint; standard order status inquiry.",True,ORDER_STATUS,False,fallback-to-autolabel
143,"@115821 #amzl_us isn't cutting it - 1st package left in public entrance got stolen, said *not* to leave it there but it was again and stolen","@511931 I'm so sorry for the poor experience, Bo. A specialist would like to further review with you here: https://t.co/XO3x8hhGFE ^FD",has_order_numbers,DELIVERY_ISSUE,0.96,False,Customer reports a delivery problem (package left in unsafe location and stolen) but no legal threat or extreme anger.,True,DELIVERY_ISSUE,False,fallback-to-autolabel
144,"Bon j’ai mon tél demain, réactif pour le coup @120533 👏🤔","@308337 Bonjour, votre colis devait-il être livré avant ? Que dit le suivi de la commande ? ^MH",has_order_numbers,ORDER_STATUS,0.78,False,"Message is a neutral comment about receiving a phone, no complaint or issue detected.",True,ORDER_STATUS,False,fallback-to-autolabel
145,@115850 somehow not able to download apps on my fire stick. Gives an error of purchase failure. Pls help,@233261 Apologies for the trouble. Kindly report this to our Prime support team here: https://t.co/FrpK8OX5IY ^RB,has_order_numbers,TECHNICAL_ISSUE,0.96,False,"Not a legal threat, payment dispute, or highly angry complaint; standard technical assistance can be handled automatically.",True,TECHNICAL_ISSUE,False,fallback-to-autolabel
146,"@115850 very dissatisfied with service.1st order Boom  box was not getting on,2nd cd drive cover/flap was broken..still no refund yet https://t.co/vJA8gga6Kk",@426045 I'm sorry for the inconvenience due to recent instances. Please provide your details here: https://t.co/yu7abQ7ofS and 1/3 ^SH,has_order_numbers,RETURN_REFUND,0.96,False,Customer is requesting a refund for defective products but no legal threat or unclear request.,True,RETURN_REFUND,False,fallback-to-autolabel
147,Hola @116928! Los calendarios de adviento que tenéis tienen día de entrega después del día 1. No tiene mucho sentido 😅. Solo como recomendación #friendlytweet,"@803289 Hola Natalia, las fechas estimadas de entrega dependen de varios factores, como la ubicación geográfica, método de envío seleccionado entre otros. Puedes obtener mas información en el siguiente enlace: https://t.co/RCssSgZ9EY. ^NP",has_order_numbers,PRODUCT_ISSUE,0.86,False,Not a severe complaint or legal issue; can be handled automatically.,True,PRODUCT_ISSUE,False,fallback-to-autolabel
148,@115850 I tried calling delivery team but they are not responding please contact me back 8867771374 and let me know status of my order.,@206574 We're responding to your query here: https://t.co/lKCh6UP6QQ. ^MM,has_order_numbers,ORDER_STATUS,0.96,False,,True,ORDER_STATUS,False,fallback-to-autolabel
149,@115850 @85016 my order was out for delivery on 17th but till now I havent received it nor anyone contacted. This is ridiculous😡👺,@127628 https://t.co/beaaDm0muc and I'll look into it right away.^AR 2/2,has_order_numbers,DELIVERY_ISSUE,0.96,False,Customer is angry about missing delivery but no legal threat or payment dispute,True,DELIVERY_ISSUE,False,fallback-to-autolabel
150,"Funny, because I've been home and awake, @115821, and nobody tried to deliver anything. Congrats on stalling an already late delivery. https://t.co/t7wIYqQgck","@176239 I'm sorry we weren't able to deliver you item, Nathan. Who's the carrier listed for this order here: https://t.co/Y5jpI9ys9c ^LB",has_order_numbers,DELIVERY_ISSUE,0.96,False,"Standard delivery complaint, no legal threat or payment dispute",True,DELIVERY_ISSUE,False,fallback-to-autolabel
151,@115830 struggling to get hold of anyone please can you DM me? Thank you,"@276096 I'm sorry you're having trouble contacting us. Without giving us any personal account information, can you please tell us more about what's going on via the link provided? ^AY https://t.co/1XyLaGkcaN",has_order_numbers,CUSTOMER_COMPLAINT,0.85,False,"User expresses frustration about not being able to reach support, but no legal threat or severe issue.",True,CUSTOMER_COMPLAINT,False,fallback-to-autolabel
152,When the @115821 delivery man opens your front door &amp; comes in your house uninvited to leave parcels when your upstairs.. it's fine break in,"@697461 Tara, I'm very sorry about the way this was delivered! This isn't the level of customer service expect for you! I'd like to have a member of my team look into this. Please send us your details here:
https://t.co/kpndZDyTZm so we can dive deeper into this! ^FR",has_order_numbers,DELIVERY_ISSUE,0.96,True,"Customer reports delivery person entering home uninvited, a serious safety concern",True,DELIVERY_ISSUE,True,fallback-to-autolabel
153,@115850 Never buy products from Amazon. They r cheaters @115850 @1840,@272837 I get your concern and I'm sorry about the order. Have you reported this to our support team as requested above? ^HA,has_order_numbers,CUSTOMER_COMPLAINT,0.96,True,very angry complaint accusing Amazon of cheating,True,CUSTOMER_COMPLAINT,True,fallback-to-autolabel
154,"Alexa responds, ""Sorry, I'm having trouble understanding right now please try again later."" WTH @115833",@669647 Sorry to hear that Alexa is having issues. The following reference will help out: https://t.co/pBniLZ7Me2 ^CH,has_order_numbers,TECHNICAL_ISSUE,0.96,False,,True,TECHNICAL_ISSUE,False,fallback-to-autolabel
155,"Faux mail reçu.
Ne jamais cliquer  bouton "" Annuler la commande "" Sinon le pirate aura accès à votre compte @2600  @63522 https://t.co/8hw7yguedF","@724383 Bonjour Lucien, merci de nous l'avoir signalé. Veuillez transferer cet e-mail frauduleux à l'adresse : __email__.",has_order_numbers,CUSTOMER_COMPLAINT,0.92,True,User reports a phishing email and potential account hacking risk,True,CUSTOMER_COMPLAINT,True,fallback-to-autolabel
156,"@115821  @AmazonHelp  @139798 

Still not received my refund from the 27th of july. I have made a complaint to the financial ombudsmen. Maybe the sun can look into Amazon for us customers that are getting ripped off and not getting refunds!",@353868 I'm sorry for the trouble this has been for you; have you had a chance to contact our support team? You can contact us using this link: https://t.co/JzP7hlA23B ^WM,has_order_numbers,RETURN_REFUND,0.97,True,"Customer is angry, mentions filing a complaint with the financial ombudsman and threatens legal action",True,RETURN_REFUND,True,fallback-to-autolabel
157,"@115821 sent me an empty cardboard box instead of my Elgato Capture card, from 1 day shipping to waiting 4 days #streamerproblems #feelsbad",@399738 I'm sorry for the frustration! We're available to assist. Were you able to reach us about this issue: https://t.co/3pBuw1SV0L? ^SJ,has_order_numbers,PRODUCT_ISSUE,0.96,False,"Standard product issue, can be handled automatically",True,PRODUCT_ISSUE,False,fallback-to-autolabel
158,@116316 Seit 11 Uhr wird heute versendet... Es ist jetzt 23:03. Was läuft da denn wieder nicht?... #wwe2k18,@314738 Unser Kundenservice kann deine Bestellung prüfen: https://t.co/ohyvGrpvrY ^SK,has_order_numbers,ORDER_STATUS,0.96,False,"Customer is asking about delayed shipment, not a severe complaint.",True,ORDER_STATUS,False,fallback-to-autolabel
159,@115850 What's the point in charging extra for quick delivery when your courier cares two hoots and deliberately delays?,@193218 Request you to connect with our support team using this link: https://t.co/vlvfJr4nN9 and we'll ensure that this is sorted. ^SK,has_order_numbers,CUSTOMER_COMPLAINT,0.92,False,"Standard complaint, no legal threat or payment dispute requiring escalation",True,CUSTOMER_COMPLAINT,False,fallback-to-autolabel
160,@AmazonHelp @115850 go figure https://t.co/UgOBRDcldr,@366914 Please don’t provide your order details as it is personal information. Our Twitter page is visible to public. ^MS,has_order_numbers,CUSTOMER_COMPLAINT,0.78,True,"Message is vague and unclear, indicating possible dissatisfaction; requires human review.",True,CUSTOMER_COMPLAINT,True,fallback-to-autolabel
161,@117086 oi pessoal! Comprei um e-book pelo aplicativo Kindle no celular e ele não aparece no meu Kindle. Preciso fazer algum procedimento? Obrigada!,"@281043 Olá Cris! Me diga, você verificou nos detalhes do produto se o eBook é compatível com os dispositivos Kindle? ^HC",has_order_numbers,TECHNICAL_ISSUE,0.96,False,,True,TECHNICAL_ISSUE,False,fallback-to-autolabel
162,@AmazonHelp I am referring to Order # 404-7327158-1763555 .. If you really can help me with this..,"@235773 As this is social media, we will be unable to connect with you or even access your details from here. Kindly reach out to us with the link provided earlier and we'll get this checked for you. Also, please don’t provide your order details as we consider (1/2) ^PB",has_order_numbers,ORDER_STATUS,0.88,False,General order inquiry without anger or legal threat; can be handled automatically.,True,ORDER_STATUS,False,fallback-to-autolabel
